"","�Age","Gender","HasKids","EduLvl","WorkStatus","AnnualIncome","Occupation","YrsJobHeld","MosJobHeld","CommunitySz","CntryOfRes","MaritalStat","NumSons","NumDaughters","DP1","DP2","DP3","DP4","DP5","DPMean","AIP1","AIP2","AIP3","AIP4","AIP5","AIP6","AIP7","AIP8","AIP9","AIP10","AIP11","AIP12","AIP13","AIP14","AIP15","AIPMean","GP1","GP2","GP3","GP4","GP5","GP6","GP7","GP8","GP9","GP10","GP11","GP12","GP13","GP14","GP15","GP16","GP17","GP18","GP19","GP20","GPMean","SWLS1","SWLS2","SWLS3","SWLS4","SWLS5","SWLSMean","OthersLabel","DPMean.1"
"86",23,"Female","0","deg","student",NA,NA,"3",0,"Small Town","Barbados","Single","0",0,1,3,2,1,1,1.6,1,2,1,1,1,3,1,5,1,1,1,3,1,4,1,1.8,3,1,1,1,1,1,1,5,1,3,2,1,2,3,2,1,1,2,4,2,1.9,1,3,3,1,2,2,"no",1.6
"87",24,"Female","0","deg","student",NA,NA,"0",0,"Large-City","Philippines","Single","0",0,2,3,3,2,2,2.4,3,2,2,3,2,3,3,3,2,3,3,2,3,3,3,2.67,3,2,3,3,3,3,3,3,4,3,3,3,4,2,3,4,4,4,4,3,3.2,3,3,2,2,1,2.2,"yes",2.4
"88",55,"Male","0","ltuni","part-time",NA,"audio engineer","17",0,"Large-City","Philippines","Divorced","0",0,3,3,2,2,2,2.4,3,3,5,4,2,1,3,3,2,3,4,3,3,2,2,2.87,3,1,4,2,2,2,2,2,3,2,2,3,2,3,3,4,4,4,2,4,2.7,3,3,2,2,2,2.4,"no",2.4
"89",28,"Female","1","deg","full-time",10000,"Research Associate","7",3,"Large Town","Philippines","Married","0",1,4,5,5,4,4,4.4,2,4,5,5,5,5,5,5,5,5,4,5,5,4,5,4.6,5,4,4,5,5,4,5,5,5,2,4,5,2,5,5,5,5,5,5,4,4.45,2,4,2,4,5,3.4,"yes",4.4
"90",45,"Male","0","deg","part-time",55000,"Controller","9",8,"Medium-Sized","Philippines","Single","0",0,2,3,2,2,2,2.2,1,1,4,3,4,3,4,4,2,4,2,3,3,2,3,2.87,4,1,2,2,2,4,3,4,4,4,3,4,3,3,3,4,2,4,4,4,3.2,3,4,4,2,4,3.4,"yes",2.2
"91",37.5,"Female","1","deg","part-time",10000,"businesswoman","4",10,"Small City","Philippines","Married","0",1,5,5,5,4,4,4.6,5,5,5,4,5,5,5,5,1,5,4,5,5,4,5,4.53,5,2,3,4,4,5,2,5,5,5,2,5,5,5,5,4,5,5,4,4,4.2,2,2,1,2,1,1.6,"yes",4.6
"92",19,"Male","0","ltuni","student",10000,"","0",4,"Village","Philippines","Single","0",0,4,3,4,2,4,3.4,4,2,5,4,3,1,5,3,3,4,4,3,5,2,5,3.53,4,4,2,4,4,3,2,2,4,5,4,4,1,5,4,5,5,4,5,4,3.75,4,5,4,3,5,4.2,"yes",3.4
"93",45,"Female","1","dip","full-time",87500,"","6",3,"Small Town","Philippines","Married","1",4,3,3,3,2,2,2.6,3,2,3,3,3,3,3,2,3,3,3,3,4,2,2,2.8,3,3,3,3,3,3,2,2,3,4,3,5,3,3,3,5,4,3,3,3,3.2,3,3,4,4,3,3.4,"yes",2.6
"94",23,"Male","0","deg","part-time",10000,"","2",3,"8","Philippines","Single","0",0,3,3,3,2,2,2.6,4,4,3,3,2,2,3,3,2,2,3,3,4,2,3,2.87,3,3,4,4,2,4,2,3,4,4,3,3,4,3,3,3,2,3,2,3,3.1,2,2,1,2,2,1.8,"yes",2.6
"95",19,"Female","0","deg","student",NA,"","0",0,"Village","Philippines","Single","0",0,3,4,2,2,2,2.6,1,1,1,1,3,5,2,4,1,1,2,1,2,1,5,2.07,5,1,2,3,4,1,5,2,5,1,5,5,1,1,4,5,5,4,5,4,3.4,3,4,2,4,3,3.2,"no",2.6
"96",20,"Male","0","deg","student",15000,"","0",2,"8","Philippines","Single","0",0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"no",3
"97",28,"Female","1","ltuni","unemployed",10000,"","3",4,"Large-City","Philippines","Single","1",0,5,5,5,5,5,5,1,1,1,5,5,5,5,1,5,5,1,1,1,5,5,3.13,5,5,1,1,5,1,5,1,5,5,1,5,1,1,1,5,5,1,5,1,3,5,5,5,5,5,5,"yes",5
"98",45,"Female","0","deg","part-time",25000,"Financial Advisor","0",6,"Large Town","Malaysia","Divorced","0",0,5,5,3,5,5,4.6,5,5,5,1,5,3,5,5,5,5,1,5,5,5,5,4.33,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,"yes",4.6
"99",20,"Female","0","deg","student",10000,NA,"0",0,"Medium-Sized","Malaysia","Single","0",0,4,4,4,3,3,3.6,1,3,4,4,3,3,5,5,3,5,2,4,5,3,2,3.47,3,1,3,5,5,5,2,4,4,3,3,5,4,4,5,5,5,4,3,4,3.85,2,2,3,2,2,2.2,"yes",3.6
"100",16.5,"Male","0","high","student",10000,NA,"0",0,"Large-City","Malaysia","Single","0",0,5,5,5,4,4,4.6,1,1,3,5,5,1,5,5,5,5,1,1,3,3,5,3.27,5,3,3,4,2,3,1,4,5,4,3,5,2,4,4,3,3,4,5,4,3.55,3,5,3,3,1,3,"yes",4.6
"101",32.5,"Male","1","phd","full-time",45000,"","3",0,"Village","Malaysia","Married","1",0,3,2,3,2,2,2.4,1,2,4,2,3,1,1,3,2,3,4,3,4,2,2,2.47,3,2,4,3,4,3,3,4,4,3,5,3,3,4,3,5,5,4,3,5,3.65,3,4,4,3,3,3.4,"no",2.4
"102",20,"Male","0","deg","student",NA,"","2",0,"Village","Malaysia","Single","0",0,3,1,5,1,1,2.2,1,3,5,5,2,5,5,4,1,5,1,1,1,3,1,2.87,2,1,1,3,1,3,1,1,2,1,5,1,1,3,3,5,5,2,3,1,2.25,4,4,4,3,3,3.6,"no",2.2
"103",24,"Male","0","deg","unemployed",10000,NA,"0",0,"Large-City","Greece","Single","0",0,4,2,4,4,3,3.4,4,4,2,4,4,4,5,4,4,3,2,4,5,4,4,3.8,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,3,5,5,4,4.05,1,1,2,1,2,1.4,"yes",3.4
"104",24,"Male","0","phd","full-time",15000,"IT","0",6,"Large-City","Greece","Single","0",0,5,2,1,2,3,2.6,1,2,2,5,5,4,5,5,2,5,2,5,5,5,3,3.73,4,1,3,3,4,3,3,3,3,3,2,4,1,2,4,4,3,4,5,3,3.1,3,4,4,4,5,4,"yes",2.6
"105",20,"Male","0","ltuni","part-time",NA,"Programmer","0",3,"Large-City","Greece","Single","0",0,4,3,4,3,3,3.4,2,1,3,1,3,3,5,4,3,4,4,1,4,1,3,2.8,4,2,2,4,1,1,1,2,4,2,2,4,3,3,2,4,3,4,4,4,2.8,4,4,5,3,4,4,"yes",3.4
"106",37.5,"Male","1","high","full-time",25000,"airport ground handler","9",0,"Medium-Sized","Greece","Separated","1",4,3,4,4,3,3,3.4,3,2,4,4,4,3,2,5,4,3,5,2,4,2,4,3.4,4,2,4,5,5,5,3,4,3,2,4,2,3,2,4,5,4,4,5,4,3.7,1,2,2,1,1,1.4,"no",3.4
"107",32.5,"Male","0","ma","full-time",25000,"Computer Programmer","2",6,"Large-City","Greece","Single","0",0,5,5,3,4,4,4.2,3,4,4,4,5,5,3,4,5,5,3,3,5,3,5,4.07,5,3,4,5,3,5,4,3,5,4,5,5,3,3,4,5,5,4,5,4,4.2,2,2,3,1,1,1.8,"yes",4.2
"108",67.5,"Male","1","phd","retired",25000,"","0",0,"Village","Greece","Married","1",1,4,4,4,3,3,3.6,1,1,1,2,2,4,5,4,3,3,4,2,2,1,2,2.47,3,2,1,1,1,2,3,3,5,1,5,3,1,1,3,3,2,3,3,3,2.45,1,1,1,1,4,1.6,"no",3.6
"109",37.5,"Male","0","ma","full-time",67500,"","14",0,"Village","Greece","Single","0",0,2,4,5,4,4,3.8,4,2,5,1,5,1,4,4,2,4,5,4,2,1,5,3.27,4,1,4,1,5,5,5,4,4,1,5,3,5,4,5,3,2,2,5,4,3.6,2,2,3,2,2,2.2,"yes",3.8
"110",24,"Female","0","ltuni","student",10000,"","6",0,"Small Town","Greece","Single","0",0,5,5,4,3,3,4,4,4,4,4,4,4,5,5,4,4,3,4,4,4,3,4,4,1,2,3,5,1,4,4,4,3,3,4,4,3,1,2,3,2,4,5,3.1,4,4,5,4,5,4.4,"yes",4
"111",25,"Male","0","ltuni","student",NA,"","0",0,"Village","Greece","Single","0",0,4,3,2,2,1,2.4,1,2,2,2,4,5,1,4,3,5,1,4,3,1,1,2.6,4,4,4,3,1,2,4,4,5,3,3,5,2,3,4,4,3,5,5,4,3.6,2,4,2,2,3,2.6,"yes",2.4
"112",24,"Male","0","deg","student",NA,"","0",0,"Village","Greece","Single","0",0,4,3,2,3,3,3,3,2,5,5,3,5,5,5,5,5,5,3,5,1,5,4.13,5,4,5,5,5,5,5,4,5,5,4,5,5,4,5,5,3,5,5,5,4.7,1,3,1,1,5,2.2,"yes",3
"113",45,"Female","0","ltuni","part-time",15000," teacher","0",4,"Medium-Sized","Denmark","Married","0",0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,3,1,2,1,1,1.4,3,1,1,1,2,1,3,2,3,1,2,3,1,1,3,3,3,4,4,5,2.35,4,4,4,5,2,3.8,"no",1
"114",28,"Female","0","deg","student",35000,NA,"0",0,"Medium-Sized","Denmark","Married","0",0,4,4,2,3,3,3.2,1,1,4,4,4,5,4,3,4,4,4,3,2,2,3,3.2,4,3,4,2,3,2,3,4,3,2,3,4,2,2,3,3,2,3,4,4,3,4,4,5,4,3,4,"yes",3.2
"115",28,"Female","0","ma","student",15000,"","0",0,"Small Town","Denmark","","0",0,4,4,4,3,3,3.6,1,1,2,2,4,5,4,4,3,4,2,3,2,2,1,2.67,4,1,3,4,2,1,4,4,4,2,4,4,1,2,4,4,3,4,4,4,3.15,2,2,2,2,2,2,"yes",3.6
"116",45,"Male","1","ma","full-time",67500,"","1",0,"Large Town","Denmark","Married","1",3,5,4,4,3,3,3.8,1,3,5,5,4,5,5,1,5,5,1,4,4,1,1,3.33,5,1,3,1,1,1,4,3,4,3,3,4,5,3,1,5,4,5,4,5,3.25,1,1,1,2,2,1.4,"yes",3.8
"117",37.5,"Male","0","ma","student",10000,"","0",0,"Small Town","Denmark","Married","0",0,3,3,3,2,2,2.6,1,1,2,3,2,5,3,3,3,4,2,2,1,2,2,2.4,3,2,4,2,3,1,3,3,4,2,3,4,1,3,3,3,2,3,4,3,2.8,4,5,4,3,2,3.6,"no",2.6
"118",37.5,"Male","1","ma","full-time",87500,"","4",8,"Village","Denmark","Married","0",2,4,3,2,1,1,2.2,1,1,5,3,3,3,2,4,2,2,1,2,3,2,3,2.47,3,3,3,2,3,2,3,3,3,2,4,4,2,2,4,4,3,4,2,2,2.9,2,4,3,3,3,3,"no",2.2
"119",45,"Female","1","ltuni","full-time",55000,"","0",3,"Village","Denmark","Married","1",1,3,3,3,3,3,3,2,2,3,3,3,3,3,4,3,3,2,2,3,2,2,2.67,3,3,3,2,3,4,4,3,3,3,4,3,2,3,3,4,4,3,4,3,3.2,4,4,4,3,3,3.6,"no",3
"120",32.5,"Female","0","deg","student",NA,"","0",0,"Small Town","Denmark","Single","0",0,2,4,2,2,2,2.4,1,1,3,3,3,5,3,5,2,4,1,3,3,2,3,2.8,4,2,2,2,3,1,3,4,4,2,4,3,2,3,4,5,3,4,2,4,3.05,3,3,4,4,5,3.8,"no",2.4
"121",45,"Female","1","ma","full-time",55000,"","0",0,"Village","Denmark","Divorced","0",1,5,5,4,4,4,4.4,4,2,2,3,3,3,4,3,3,3,3,3,5,3,5,3.27,5,2,3,5,5,4,3,3,4,3,4,4,4,3,5,3,3,5,5,5,3.9,3,3,3,3,2,2.8,"yes",4.4
"122",22,"Male","0","ltuni","student",10000,"Computer Science","5",6,"Large-City","Spain","Single","0",0,2,1,2,1,1,1.4,2,2,1,2,1,1,1,1,1,1,5,1,2,1,1,1.53,1,1,2,5,5,2,2,1,2,2,4,2,1,3,1,1,1,2,2,3,2.15,4,3,1,4,4,3.2,"no",1.4
"123",21,"Male","0","high","student",10000,NA,"17",0,"Medium-Sized","Spain","Single","0",0,5,5,1,4,4,3.8,4,4,5,1,5,5,4,5,4,5,4,4,5,4,3,4.13,5,1,4,5,3,4,5,5,5,3,2,4,4,5,4,5,5,5,5,5,4.2,2,3,2,2,1,2,"yes",3.8
"124",22,"Male","0","grade","unemployed",10000,"Unemployed","0",0,"Large Town","Spain","Single","0",0,5,5,5,5,5,5,5,2,2,5,5,4,5,5,5,5,5,2,4,3,5,4.13,5,5,5,5,3,2,5,5,5,4,1,5,4,5,4,5,4,5,5,5,4.35,1,1,1,1,1,1,"yes",5
"125",20,"Male","0","ltuni","student",10000,NA,"13",0,"Small City","Spain","Single","0",0,4,4,3,2,2,3,3,1,4,3,4,2,5,5,2,3,2,1,4,1,2,2.8,5,2,3,4,2,4,3,4,5,2,3,4,1,4,5,3,2,4,3,4,3.35,2,3,4,4,3,3.2,"yes",3
"126",24,"Female","0","deg","part-time",15000,"EFL Teacher/ Professional Researcher","2",4,"Large Town","Spain","Single","0",0,5,3,2,2,2,2.8,1,2,3,3,2,2,2,3,3,3,4,3,2,2,1,2.4,2,1,3,3,2,4,4,2,5,2,4,5,1,2,3,5,3,2,2,2,2.85,3,3,4,5,4,3.8,"yes",2.8
"127",37.5,"Male","0","ma","full-time",55000,NA,"7",10,"Large-City","Spain","Single","0",0,4,3,4,3,3,3.4,1,1,3,2,2,2,1,3,4,3,2,1,2,1,2,2,3,2,2,3,3,3,3,3,4,2,4,3,2,2,3,2,2,4,3,3,2.8,3,3,3,3,3,3,"no",3.4
"128",45,"Male","0","ltuni","full-time",35000,NA,"2",0,"Medium-Sized","Spain","Single","0",0,5,4,4,4,4,4.2,1,1,5,3,5,5,5,5,5,5,3,2,3,2,5,3.67,5,3,4,4,1,1,3,5,5,4,2,4,2,2,5,5,5,5,5,3,3.65,1,1,1,1,2,1.2,"yes",4.2
"129",45,"Male","1","phd","full-time",150000,"Doctor; Physician","14",0,"Large-City","Spain","Married","3",0,4,4,3,3,3,3.4,1,2,3,3,3,5,3,3,3,3,3,1,2,1,3,2.6,3,3,3,2,3,3,3,4,3,2,3,3,1,3,3,4,4,4,4,3,3.05,2,3,3,3,2,2.6,"no",3.4
"130",32.5,"Female","1","ma","full-time",15000,"","5",0,"Small Town","Spain","Married","2",1,4,4,1,2,2,2.6,5,2,3,3,3,5,4,5,2,4,4,3,5,2,3,3.53,4,4,3,5,3,2,4,3,4,5,3,4,4,2,5,5,5,5,1,3,3.7,2,2,2,4,2,2.4,"no",2.6
"131",16.5,"Male","0","lthigh","student",NA,"","3",0,"Rural/Country","Spain","Single","0",0,5,5,5,5,5,5,2,5,1,5,5,5,5,5,5,5,2,5,5,5,5,4.33,5,5,5,5,4,2,5,5,5,5,1,5,1,3,5,5,5,5,5,5,4.3,2,2,3,2,2,2.2,"yes",5
"132",37.5,"Male","0","ma","part-time",15000,"","0",7,"Village","Spain","Single","0",0,4,4,2,4,3,3.4,2,3,5,4,4,4,5,2,4,4,2,3,2,4,4,3.47,5,2,4,1,4,3,4,2,4,2,2,4,1,2,4,4,3,5,5,4,3.25,3,5,2,3,1,2.8,"yes",3.4
"133",45,"Male","1","phd","full-time",35000,"","6",0,"Village","Spain","Married","2",1,3,3,5,3,3,3.4,1,1,4,2,2,2,3,2,2,3,4,2,2,2,2,2.27,3,3,3,5,3,3,3,4,3,1,3,4,3,4,3,3,2,4,3,3,3.15,3,2,3,3,3,2.8,"4",3.4
"134",37.5,"Female","1","deg","full-time",35000,"","4",6,"Small Town","Spain","Single","1",0,4,4,4,4,4,4,4,2,5,5,5,5,5,4,4,4,5,3,4,3,5,4.2,4,4,4,5,5,2,4,3,4,4,3,4,3,3,5,5,4,5,5,5,4.05,3,3,3,3,3,3,"no",4
"135",28,"Male","0","high","full-time",25000,"","4",0,"Small Town","Spain","Single","0",0,5,5,4,4,4,4.4,4,5,4,5,5,4,5,5,4,5,5,5,4,5,5,4.67,5,3,4,5,5,5,5,4,5,3,4,5,3,5,5,5,5,5,5,5,4.55,1,3,3,1,2,2,"yes",4.4
"136",32.5,"Male","1","ma","full-time",45000,"Editor","3",2,"Large-City","Chile","Married","0",1,4,3,3,2,2,2.8,2,4,5,5,5,4,5,4,5,5,3,4,4,4,3,4.13,5,1,3,5,2,2,4,3,5,4,4,4,3,5,4,5,4,5,5,5,3.9,3,3,3,3,3,3,"yes",2.8
"137",45,"Female","0","ma","full-time",25000,"","14",0,"Village","Chile","Married","0",0,3,3,2,2,2,2.4,1,1,3,4,2,1,2,3,2,3,3,2,2,1,3,2.2,3,3,5,5,5,4,2,2,2,3,2,2,1,2,3,1,1,5,3,4,2.9,4,4,4,4,3,3.8,"no",2.4
"138",23,"Male","0","ltuni","student",10000,"","4",6,"Small Town","Chile","Single","0",0,3,4,4,4,4,3.8,4,4,4,5,4,4,4,4,4,5,3,5,4,4,5,4.2,4,4,4,5,4,4,5,4,4,4,5,4,4,3,4,4,4,5,5,5,4.25,2,1,4,2,1,2,"yes",3.8
"139",45,"Male","1","dip","full-time",150000,"","9",0,"Village","Chile","Separated","2",0,3,3,3,3,3,3,2,2,4,2,3,2,3,3,2,3,3,2,2,2,3,2.53,3,3,4,4,3,3,3,3,4,4,2,3,2,4,3,4,3,3,4,3,3.25,2,3,2,3,2,2.4,"yes",3
"140",55,"Female","0","dip","full-time",35000,"Software Developer","23",0,"Village","Finland","Single","0",0,3,3,3,3,3,3,1,2,4,3,4,2,3,4,2,4,4,3,3,2,2,2.87,3,4,4,4,3,2,3,4,4,2,3,3,2,2,4,3,3,4,3,4,3.2,2,2,3,2,2,2.2,"no",3
"141",28,"Male","0","ltuni","student",10000,NA,"0",0,"Medium-Sized","Finland","Single","0",0,5,5,5,5,5,5,3,2,4,4,5,5,5,5,5,5,2,5,2,3,5,4,4,1,3,5,5,2,5,5,5,2,2,5,4,4,5,5,4,5,5,5,4.05,2,3,2,1,1,1.8,"yes",5
"142",16.5,"Female","0","ltuni","student",10000,NA,"0",0,"Medium-Sized","Finland","Single","0",0,3,2,2,2,2,2.2,1,2,2,4,4,2,4,3,3,3,1,4,2,3,3,2.73,4,1,3,4,2,3,3,3,4,1,4,4,1,1,3,2,3,3,4,4,2.85,3,3,3,4,2,3,"yes",2.2
"143",16.5,"Female","0","lthigh","student",NA,"","0",0,"Village","Finland","Single","0",0,3,4,5,3,3,3.6,2,2,2,4,4,4,2,4,3,4,2,3,4,3,2,3,3,1,4,3,3,3,4,4,4,4,2,4,3,4,4,4,4,5,5,5,3.65,2,4,1,1,1,1.8,"no",3.6
"144",45,"Male","1","ma","full-time",45000,"","5",0,"Large Town","Finland","Divorced","0",1,3,1,3,1,3,2.2,1,1,2,4,3,2,2,2,1,4,2,1,1,1,3,2,3,1,2,4,1,1,1,1,1,2,3,1,1,1,1,1,1,2,3,2,1.65,3,4,3,4,3,3.4,"yes",2.2
"145",55,"Female","1","ma","full-time",10000,"","0",4,"Small Town","Finland","Divorced","3",0,5,5,5,5,5,5,2,2,2,5,5,4,4,4,3,5,2,4,4,4,5,3.67,5,5,5,2,3,3,4,5,5,5,5,5,3,2,5,4,5,4,5,5,4.25,1,1,1,1,1,1,"yes",5
"146",28,"Female","0","deg","part-time",15000,"","0",0,"Large Town","Finland","Single","0",0,5,5,5,5,5,5,4,4,5,4,5,3,5,5,5,5,4,5,5,5,5,4.6,4,4,4,4,5,4,5,5,5,4,4,5,4,4,5,5,4,5,5,5,4.5,2,2,2,2,2,2,"yes",5
"147",28,"Male","0","deg","unemployed",10000,"","0",0,"Large Town","Finland","Single","0",0,2,4,4,3,3,3.2,1,1,3,4,4,1,3,3,3,5,3,2,3,1,3,2.67,4,1,3,2,3,3,3,3,5,4,5,4,2,4,4,3,3,3,4,2,3.25,2,1,2,1,1,1.4,"yes",3.2
"148",28,"Female","0","phd","full-time",15000,"","4",0,"Small Town","Finland","Single","0",0,3,2,3,2,2,2.4,2,1,5,2,2,1,4,4,1,3,4,2,3,1,3,2.53,2,1,4,2,1,2,2,4,3,2,2,3,3,3,3,4,4,4,3,3,2.75,4,4,4,3,4,3.8,"no",2.4
"149",22,"Male","0","ltuni","student",10000,"","0",0,"Small Town","Finland","Single","0",0,5,5,4,4,4,4.4,2,1,3,4,5,5,3,2,4,5,2,3,2,3,4,3.2,4,2,2,4,4,4,4,4,5,4,3,3,4,4,5,2,3,3,4,5,3.65,2,3,2,2,1,2,"yes",4.4
"150",22,"Male","0","ltuni","student",10000,"","0",0,"Small Town","Finland","Single","0",0,5,5,4,4,4,4.4,2,1,3,4,5,5,3,2,4,5,2,3,2,3,4,3.2,4,2,2,4,4,4,4,4,5,4,3,3,4,4,5,2,3,3,4,5,3.65,2,3,2,2,1,2,"yes",4.4
"151",32.5,"Male","1","phd","full-time",35000,"","0",4,"Large Town","Finland","Married","0",1,5,5,5,3,3,4.2,1,2,4,5,5,4,5,5,5,5,4,5,2,3,4,3.93,5,2,4,5,3,2,4,4,5,3,4,5,3,4,5,4,3,5,3,4,3.85,2,2,2,3,2,2.2,"yes",4.2
"152",32.5,"Male","1","ma","full-time",87500,"","6",0,"Village","Finland","Married","2",1,5,5,5,5,5,5,5,4,5,3,2,4,4,4,3,5,4,3,4,3,4,3.8,5,3,5,4,4,4,3,4,5,3,3,4,4,4,4,5,5,4,4,4,4.05,3,3,3,2,2,2.6,"yes",5
"153",55,"Male","1","deg","full-time",55000,"","3",3,"Large-City","Finland","Married","0",2,4,4,3,2,2,3,1,1,5,2,1,1,2,2,2,3,2,1,1,1,1,1.73,2,1,1,1,1,1,2,1,4,1,2,4,3,3,3,5,4,3,4,5,2.55,3,3,4,4,3,3.4,"no",3
"154",45,"Male","1","deg","full-time",67500,NA,"17",0,"Medium-Sized","Macao","Married","0",3,5,4,3,4,4,4,4,4,4,5,5,4,5,4,5,5,4,5,5,5,5,4.6,3,4,3,3,4,3,4,3,4,3,3,4,2,3,5,4,4,4,5,4,3.6,2,3,2,1,4,2.4,"yes",4
"155",19,"Female","0","ltuni","student",10000,NA,"0",8,"Small City","New Zealand","Single","0",0,4,4,4,4,4,4,2,4,5,1,2,5,4,4,4,4,3,5,3,5,5,3.73,5,2,4,2,4,3,3,4,2,4,4,4,3,4,5,4,4,4,4,4,3.65,2,3,3,3,4,3,"yes",4
"156",37.5,"Female","0","ma","student",NA,"","0",0,"Village","New Zealand","Single","0",0,4,4,4,3,3,3.6,2,2,4,3,2,4,5,5,5,4,4,3,4,4,5,3.73,5,3,5,5,5,3,4,3,4,3,3,5,2,4,5,4,3,4,4,4,3.9,4,4,4,3,4,3.8,"yes",3.6
"157",16.5,"Female","0","high","student",10000,"","0",1,"Small Town","New Zealand","Single","0",0,3,4,5,3,2,3.4,3,1,3,2,1,2,1,2,1,2,3,1,5,1,1,1.93,3,2,1,5,3,3,3,4,4,1,3,2,2,4,3,2,3,3,3,3,2.85,3,3,3,3,2,2.8,"yes",3.4
"158",16.5,"Female","0","ltuni","student",10000,"","0",0,"Medium-Sized","New Zealand","Single","0",0,3,3,3,2,2,2.6,3,1,2,3,1,2,2,3,1,3,2,3,3,2,1,2.13,2,1,2,4,2,1,3,3,3,2,1,4,4,3,4,2,1,2,4,2,2.5,4,4,4,4,3,3.8,"yes",2.6
"159",37.5,"Male","0","deg","student",10000,"","1",6,"Small Town","New Zealand","Single","0",0,5,3,4,3,3,3.6,2,3,4,5,5,5,3,5,5,5,5,3,4,3,4,4.07,5,5,5,4,4,3,4,3,5,2,3,5,3,3,3,5,5,5,5,4,4.05,1,2,2,1,3,1.8,"yes",3.6
"160",16.5,"Female","0","lthigh","student",NA,"","0",0,"Medium-Sized","New Zealand","","0",0,4,1,4,3,5,3.4,1,1,5,3,2,1,4,2,3,3,1,1,2,2,4,2.33,5,3,2,3,4,2,4,3,5,2,2,5,1,2,5,2,4,4,4,3,3.25,2,1,2,2,3,2,"yes",3.4
"161",16.5,"Female","0","lthigh","student",NA,"",NA,0,"Rural/Country","New Zealand","","0",0,5,5,4,5,5,4.8,4,4,4,4,4,5,5,5,3,5,4,5,5,4,3,4.27,5,3,4,5,5,5,5,4,5,4,5,5,4,4,5,4,5,5,5,5,4.6,1,4,1,3,1,2,"yes",4.8
"162",28,"Male","0","deg","full-time",35000,"","14",0,"Small Town","New Zealand","Single","0",0,2,3,1,1,1,1.6,2,4,4,5,3,5,4,5,2,5,4,5,2,5,3,3.87,5,2,3,4,4,3,4,1,4,2,4,3,2,3,4,4,3,4,3,4,3.3,4,3,3,3,3,3.2,"yes",1.6
"163",20,"Male","0","deg","student",10000,"",NA,0,"Village","New Zealand","Single","0",0,4,4,4,3,3,3.6,2,4,3,4,4,3,5,4,3,4,4,4,4,4,3,3.67,4,3,4,5,3,4,5,4,5,3,4,5,3,4,4,4,3,4,4,4,3.95,3,3,3,4,3,3.2,"yes",3.6
"164",22,"Male","0","ma","part-time",10000,"","0",3,"Small Town","New Zealand","Single","0",0,3,4,4,3,3,3.4,4,2,4,3,3,3,4,3,3,3,3,4,4,2,4,3.27,4,3,2,3,2,3,3,3,4,3,4,4,2,3,4,4,3,3,4,3,3.2,3,3,3,3,2,2.8,"yes",3.4
"165",28,"Female","0","deg","full-time",45000,"","4",3,"Village","New Zealand","Single","0",0,4,3,3,1,1,2.4,1,1,1,4,2,1,2,2,5,4,3,3,2,4,1,2.4,4,2,3,4,4,3,2,3,4,5,3,3,1,1,1,5,2,3,2,4,2.95,4,4,5,5,4,4.4,"yes",2.4
"166",24,"Female","0","ltuni","full-time",35000,"","3",2,"Small Town","New Zealand","Single","0",0,2,3,3,2,2,2.4,1,2,5,2,3,2,2,3,4,3,4,3,4,2,2,2.8,3,4,4,2,4,3,3,4,4,2,3,4,2,3,3,4,4,3,4,3,3.3,4,4,4,4,4,4,"yes",2.4
"167",32.5,"Female","1","deg","unemployed",10000,"","3",0,"8","New Zealand","Married","0",2,4,4,2,2,2,2.8,1,1,5,3,3,5,4,3,4,4,4,4,4,3,4,3.47,5,3,4,5,3,4,5,2,4,4,4,5,1,4,5,3,3,5,4,5,3.9,3,3,3,4,3,3.2,"yes",2.8
"168",32.5,"Female","1","ltuni","part-time",15000,"","1",0,"Large-City","New Zealand","Married","1",6,4,4,4,4,4,4,4,2,3,2,4,5,5,4,5,5,3,3,4,2,5,3.73,5,4,4,4,4,3,5,4,5,3,4,5,3,3,4,5,5,4,5,3,4.1,2,2,2,2,2,2,"yes",4
"169",45,"Female","1","deg","part-time",45000,"","6",1,"Village","New Zealand","Married","2",1,2,2,1,1,1,1.4,1,2,5,2,3,3,2,4,3,4,1,2,3,2,2,2.6,4,1,2,4,3,2,4,2,4,2,4,3,1,2,4,2,2,5,1,4,2.8,4,3,5,5,4,4.2,"no",1.4
"170",28,"Female","0","ma","student",25000,"","0",10,"Village","New Zealand","Married","0",0,4,5,4,1,1,3,3,3,3,5,5,4,5,4,3,5,2,5,5,5,4,4.07,5,1,4,3,4,3,4,4,5,4,4,5,4,4,4,4,3,5,3,5,3.9,4,3,3,4,3,3.4,"yes",3
"171",28,"Male","0","ltuni","student",10000,NA,"7",6,"Large-City","Yugoslavia","Single","0",0,5,4,5,5,5,4.8,2,4,4,4,5,5,5,5,5,5,3,4,3,3,5,4.13,3,3,2,5,3,2,5,5,5,4,2,5,2,3,5,3,3,5,5,5,3.75,1,1,1,1,1,1,"yes",4.8
