"","�Age","Gender","HasKids","EduLvl","WorkStatus","AnnualIncome","Occupation","YrsJobHeld","MosJobHeld","CommunitySz","CntryOfRes","MaritalStat","NumSons","NumDaughters","DP1","DP2","DP3","DP4","DP5","DPMean","AIP1","AIP2","AIP3","AIP4","AIP5","AIP6","AIP7","AIP8","AIP9","AIP10","AIP11","AIP12","AIP13","AIP14","AIP15","AIPMean","GP1","GP2","GP3","GP4","GP5","GP6","GP7","GP8","GP9","GP10","GP11","GP12","GP13","GP14","GP15","GP16","GP17","GP18","GP19","GP20","GPMean","SWLS1","SWLS2","SWLS3","SWLS4","SWLS5","SWLSMean","OthersLabel","DPMean.1"
"3185",32.5,"Female","0","phd","full-time",55000,"","4",0,"Small Town","United States","Single","0",0,2,4,4,4,4,3.6,2,4,4,4,4,5,4,4,4,4,4,4,4,4,5,4,4,1,2,4,4,3,4,4,4,4,2,4,3,3,4,2,2,4,4,4,3.3,2,3,3,3,2,2.6,"yes",3.6
"3186",37.5,"Female","0","deg","full-time",150000,"","5",0,"Village","United States","Single","0",0,2,2,2,2,2,2,2,2,5,4,3,1,1,4,3,4,3,3,3,3,5,3.07,5,4,3,5,5,3,5,1,3,5,3,5,4,5,4,4,4,5,5,4,4.1,2,2,2,3,1,2,"no",2
"3187",32.5,"Male","0","high","student",NA,"","0",0,"Large Town","United States","Single","0",0,5,5,3,2,2,3.4,1,1,5,1,3,5,2,4,2,2,1,3,5,1,1,2.47,5,1,2,2,3,2,2,4,3,1,2,3,1,3,3,3,4,4,4,4,2.8,1,1,2,1,1,1.2,"no",3.4
"3188",37.5,"Male","1","phd","full-time",87500,"","10",0,"Village","United States","Married","1",2,5,5,2,3,3,3.6,5,1,2,2,4,4,5,5,5,5,5,2,5,2,5,3.8,5,3,5,5,4,2,4,3,5,5,2,5,5,5,5,5,5,5,5,5,4.4,2,3,2,2,1,2,"yes",3.6
"3189",24,"Female","0","ma","student",87500,"","1",0,"Large Town","United States","Single","0",0,2,1,1,1,1,1.2,2,2,3,3,3,3,3,4,3,3,1,3,2,2,2,2.6,2,1,3,1,3,5,2,2,4,1,2,4,2,2,5,3,2,3,2,3,2.6,5,5,5,5,5,5,"no",1.2
"3190",55,"Female","0","ltuni","retired",15000,"","12",5,"Large-City","United States","Divorced","0",0,4,4,4,3,3,3.6,1,2,2,4,4,4,4,4,3,4,5,5,1,5,2,3.33,5,1,2,3,4,2,3,4,3,4,5,4,3,2,5,5,1,3,3,5,3.35,1,1,1,1,4,1.6,"yes",3.6
"3191",45,"Male","0","deg","unemployed",15000,"","4",0,"Village","United States","Single","0",0,3,3,2,3,3,2.8,2,3,5,4,4,4,4,5,3,4,3,4,4,4,4,3.8,4,2,3,4,3,3,4,4,4,4,4,4,3,3,4,5,3,4,3,4,3.6,3,3,2,2,1,2.2,"yes",2.8
"3192",45,"Male","0","deg","unemployed",15000,"","4",0,"Village","United States","Single","0",0,3,3,2,3,3,2.8,2,3,5,4,4,4,4,5,3,4,3,4,4,4,4,3.8,4,2,3,4,3,3,4,4,4,4,4,4,3,3,4,5,3,4,3,4,3.6,3,3,2,2,1,2.2,"yes",2.8
"3193",32.5,"Female","0","ltuni","full-time",55000,"","10",10,"Small Town","United States","Married","0",0,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,5,4,1.67,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,2,3,1,1.3,5,5,5,5,5,5,"no",1
"3194",37.5,"Male","1","ltuni","full-time",15000,"","1",0,"Large-City","United States","Divorced","1",3,1,1,1,1,1,1,1,1,5,1,1,1,3,1,1,1,1,1,3,1,1,1.53,5,1,1,2,1,1,1,1,1,1,1,5,1,5,1,1,5,1,1,1,1.85,5,4,5,5,5,4.8,"yes",1
"3195",37.5,"Male","1","ma","full-time",87500,"","10",0,"Medium-Sized","United States","Married","1",1,4,4,4,4,4,4,4,1,2,3,4,3,3,3,3,5,5,2,5,2,3,3.2,1,3,5,2,5,1,4,4,3,3,5,4,5,4,4,4,3,4,4,3,3.55,3,3,3,4,3,3.2,"yes",4
"3196",32.5,"Male","0","ma","full-time",87500,"","8",0,"Small Town","United States","Divorced","0",0,5,4,4,3,3,3.8,1,2,5,3,3,3,3,4,3,5,4,2,5,3,4,3.33,4,4,4,5,2,2,5,2,4,3,2,5,4,5,5,5,5,4,3,5,3.9,5,5,4,4,2,4,"yes",3.8
"3197",32.5,"Female","1","deg","full-time",NA,"","2",0,"Large Town","United States","Married","1",0,3,3,2,2,2,2.4,2,3,4,5,3,2,5,4,3,5,3,3,3,4,3,3.47,4,3,3,5,3,2,4,3,4,4,5,4,3,3,4,4,4,4,4,4,3.7,4,4,4,4,4,4,"yes",2.4
"3198",16.5,"Male","0","lthigh","student",NA,"","0",0,"Large Town","United States","Single","0",0,5,5,5,3,3,4.2,1,1,5,5,5,5,5,5,5,5,3,4,4,3,1,3.8,5,1,3,5,2,3,5,4,5,1,3,5,5,4,5,5,5,5,5,5,4.05,2,3,1,3,1,2,"yes",4.2
"3199",45,"Female","1","phd","part-time",25000,"","4",6,"Small Town","United States","Married","1",0,3,3,3,3,3,3,1,2,5,3,2,1,2,3,3,3,4,3,4,2,2,2.67,2,3,4,4,3,3,2,3,3,3,3,3,5,2,3,3,3,4,4,3,3.15,3,2,2,2,2,2.2,"no",3
"3200",45,"Male","1","ma","full-time",25000,"","2",0,"Small Town","United States","Married","3",1,3,3,4,3,3,3.2,3,4,5,4,4,3,4,4,2,4,5,4,1,3,3,3.53,3,1,4,4,4,4,3,3,3,4,4,4,4,3,3,4,3,4,3,3,3.4,3,2,3,4,3,3,"yes",3.2
"3201",55,"Male","0","ltuni","full-time",55000,"",NA,0,"Medium-Sized","United States","Divorced","0",0,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1.2,1,1,1,1,1,2,1,1,1,1,5,1,1,4,2,1,1,1,1,2,1.5,4,3,3,3,1,2.8,"no",1
"3202",28,"Male","0","deg","student",NA,"","0",0,"Village","United States","Single","0",0,5,5,5,5,5,5,5,4,3,5,5,4,4,5,4,5,5,5,4,4,5,4.47,5,4,3,5,5,4,5,5,5,3,2,5,4,5,5,4,5,5,5,4,4.4,2,1,2,1,1,1.4,"yes",5
"3203",28,"Female","1","ltuni","full-time",35000,"","1",0,"Small Town","United States","Divorced","1",1,4,4,5,3,3,3.8,2,3,3,4,3,3,2,3,2,4,3,4,2,4,5,3.13,5,3,2,4,5,2,3,3,3,4,3,3,3,4,3,5,4,3,3,3,3.4,3,4,3,4,2,3.2,"yes",3.8
"3204",20,"Female","0","dip","student",10000,"","1",8,"Medium-Sized","United States","Single","0",0,4,4,2,2,2,2.8,1,1,5,4,4,4,3,4,4,4,5,4,3,1,1,3.2,4,3,2,5,3,3,1,2,3,4,4,4,1,4,4,4,2,4,4,4,3.25,3,4,4,3,3,3.4,"yes",2.8
"3205",28,"Female","0","deg","full-time",25000,"","1",0,"Village","United States","Single","0",0,3,4,2,3,3,3,3,4,3,4,4,4,3,4,2,3,2,4,3,4,3,3.33,4,4,3,4,4,4,2,3,4,4,4,3,4,4,4,2,2,4,3,3,3.45,3,3,2,4,2,2.8,"yes",3
"3206",67.5,"Male","1","phd","full-time",67500,"","0",0,"Large Town","United States","Married","2",0,3,3,2,1,2,2.2,2,2,5,3,2,2,3,3,3,3,1,3,1,2,2,2.47,2,3,2,4,2,1,3,3,3,3,3,3,2,3,3,2,2,3,2,2,2.55,3,1,3,4,2,2.6,"no",2.2
"3207",55,"Male","0","deg","full-time",25000,"","7",0,"Small Town","United States","Single","0",0,5,5,4,3,3,4,1,1,5,1,2,2,5,5,2,2,4,5,3,1,5,2.93,5,4,2,2,3,1,3,3,3,3,4,3,1,2,4,5,5,1,5,5,3.2,1,1,1,1,1,1,"yes",4
"3208",32.5,"Male","1","dip","full-time",87500,"","0",8,"Rural/Country","United States","Separated","1",1,4,4,4,3,3,3.6,3,3,3,4,3,5,3,3,3,4,3,3,3,3,4,3.33,4,2,3,3,4,3,3,3,4,2,2,4,3,4,4,4,3,4,4,3,3.3,3,3,2,3,3,2.8,"no",3.6
"3209",45,"Male","0","ma","full-time",250000,"","0",0,"Medium-Sized","United States","Single","0",0,4,4,4,4,4,4,1,1,5,3,3,5,4,4,3,3,3,1,1,1,4,2.8,4,4,4,3,4,1,5,5,4,3,4,4,1,2,4,5,4,3,4,4,3.6,3,3,3,3,1,2.6,"yes",4
"3210",37.5,"Male","1","deg","full-time",55000,"","0",2,"Rural/Country","United States","Married","1",0,3,3,4,3,3,3.2,2,2,2,4,3,3,2,4,3,4,3,2,3,3,4,2.93,4,3,3,2,2,3,3,4,3,3,3,4,3,3,4,4,4,4,3,4,3.3,3,3,3,4,3,3.2,"yes",3.2
"3211",45,"Male","0","deg","part-time",25000,"","0",0,"Village","United States","Married","0",0,4,4,4,4,4,4,1,3,5,4,4,5,4,4,4,4,4,4,4,3,4,3.8,4,4,3,2,4,4,4,4,5,4,4,4,5,4,2,5,5,4,5,3,3.95,3,3,3,4,2,3,"yes",4
"3212",32.5,"Male","1","phd","full-time",87500,"","4",10,"Large Town","United States","Married","2",0,3,3,4,3,3,3.2,1,2,3,3,3,1,2,3,2,2,3,3,2,2,2,2.27,3,1,3,3,1,2,4,3,4,2,3,3,1,2,3,4,3,3,3,3,2.7,2,4,3,3,2,2.8,"no",3.2
"3213",55,"Female","1","phd","unemployed",25000,"","4",0,"Large Town","United States","Divorced","1",0,5,5,5,3,2,4,1,5,4,5,5,5,5,5,5,5,3,5,3,5,5,4.4,5,3,5,4,4,4,5,5,5,5,5,5,3,4,4,5,5,5,5,5,4.55,2,2,2,3,2,2.2,"yes",4
"3214",55,"Female","1","ma","full-time",87500,"","4",11,"Large-City","United States","Divorced","0",1,3,3,2,2,2,2.4,1,1,1,1,1,5,1,5,1,1,2,1,2,1,3,1.8,2,1,3,3,2,3,3,3,3,2,3,3,2,3,2,3,3,3,3,2,2.6,3,4,4,4,3,3.6,"no",2.4
"3215",67.5,"Male","0","ma","full-time",150000,"","7",3,"Large-City","United States","Married","0",0,4,4,3,4,4,3.8,3,3,3,4,4,3,4,4,3,4,4,5,4,4,5,3.8,5,3,4,1,4,3,4,4,4,4,5,5,4,4,3,4,3,4,3,3,3.7,2,1,1,3,1,1.6,"yes",3.8
"3216",28,"Female","0","deg","full-time",150000,"","5",0,"Rural/Country","United States","Single","0",0,4,3,3,3,3,3.2,3,4,2,4,3,3,4,4,2,4,5,5,5,4,5,3.8,5,2,4,5,3,2,4,3,4,4,5,5,3,3,4,4,3,5,4,3,3.75,3,2,3,3,2,2.6,"yes",3.2
"3217",55,"Female","1","ma","full-time",67500,"",NA,0,"Large Town","United States","Married","3",2,5,4,4,4,5,4.4,3,4,3,5,5,5,5,5,5,5,2,5,3,5,4,4.27,5,3,5,5,4,3,4,4,4,4,5,5,3,4,4,4,3,4,4,4,4.05,2,3,2,4,2,2.6,"yes",4.4
"3218",45,"Male","0","phd","full-time",45000,"","3",0,"Large Town","United States","Married","0",0,4,4,3,3,3,3.4,1,2,4,4,4,3,3,4,2,4,2,3,4,3,4,3.13,4,3,4,2,2,2,4,4,4,4,3,4,1,2,4,3,4,5,4,4,3.35,3,4,2,3,2,2.8,"yes",3.4
"3219",28,"Female","0","ma","unemployed",150000,"","0",0,"Village","United States","Married","0",0,5,5,4,3,3,4,4,1,2,2,5,5,5,4,5,5,3,2,3,3,5,3.6,5,4,2,1,5,3,5,2,5,3,4,5,3,4,4,5,5,5,5,5,4,4,4,3,3,5,3.8,"yes",4
"3220",16.5,"Female","0","ltuni","student",NA,"","0",0,"Village","United States","Single","0",0,5,5,4,2,2,3.6,5,5,4,2,1,3,5,5,1,5,3,5,3,3,2,3.47,5,1,3,1,5,5,3,2,5,2,3,5,2,5,5,4,3,5,5,5,3.7,3,3,4,2,4,3.2,"yes",3.6
"3221",55,"Male","1","high","full-time",25000,"","5",0,"Large Town","United States","Married","1",1,2,2,2,2,2,2,2,2,4,2,2,2,2,3,2,2,2,3,2,2,3,2.33,2,2,3,2,2,2,2,3,2,2,2,2,2,2,3,3,2,4,2,3,2.35,3,3,4,3,2,3,"no",2
"3222",67.5,"Female","1","ltuni","part-time",25000,"","0",2,"Rural/Country","United States","Divorced","0",2,2,1,1,1,1,1.2,1,1,5,2,1,1,1,1,1,1,1,1,1,1,1,1.33,2,3,2,3,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,1,1,3,1,1.6,"no",1.2
"3223",28,"Female","0","ltuni","part-time",15000,"","1",6,"Village","United States","Single","0",0,3,3,2,2,2,2.4,1,1,3,2,3,1,2,2,3,2,3,3,4,3,3,2.4,3,2,1,2,2,3,3,2,3,2,2,3,2,2,3,2,2,3,3,3,2.4,4,5,4,3,4,4,"no",2.4
"3224",45,"Male","0","deg","full-time",35000,"","5",0,"Small Town","United States","Married","0",0,3,2,3,2,2,2.4,1,1,3,2,3,2,2,3,2,3,2,2,1,2,2,2.07,3,3,3,4,2,3,3,3,3,2,2,2,2,3,3,4,2,3,2,4,2.8,2,4,3,4,4,3.4,"no",2.4
"3225",45,"Female","1","phd","part-time",25000,"","1",3,"Large Town","United States","Married","1",4,5,4,4,3,3,3.8,3,4,5,5,4,4,5,4,4,4,4,5,5,4,4,4.27,4,5,4,4,4,4,4,5,4,5,5,4,4,5,4,5,4,5,4,3,4.3,1,2,2,3,2,2,"yes",3.8
"3226",45,"Female","0","phd","full-time",87500,"","13",0,"8","United States","Married","0",0,3,3,2,2,2,2.4,1,1,2,3,3,4,2,2,3,4,1,2,2,2,2,2.27,4,2,2,2,2,1,3,3,4,3,3,3,2,2,3,4,2,4,3,2,2.7,4,4,3,5,3,3.8,"no",2.4
"3227",45,"Male","1","deg","full-time",67500,"","5",0,"Rural/Country","United States","Divorced","1",2,1,1,3,2,1,1.6,2,2,5,3,2,4,1,3,1,1,5,3,1,2,2,2.47,2,1,2,2,1,2,2,2,4,1,3,3,4,3,2,4,3,3,3,3,2.5,4,4,4,4,1,3.4,"no",1.6
"3228",28,"Female","0","high","part-time",15000,"","2",0,"Small Town","United States","Single","0",0,2,3,3,2,2,2.4,2,2,3,5,4,2,4,5,3,4,4,3,2,4,2,3.27,4,3,4,4,4,2,5,4,4,4,4,3,3,4,4,4,3,4,4,5,3.8,2,2,2,2,1,1.8,"yes",2.4
"3229",67.5,"Female","1","phd","retired",150000,"",NA,0,"Large Town","United States","Married","3",0,4,3,3,2,2,2.8,1,1,4,4,3,3,4,4,4,4,2,4,2,4,2,3.07,3,2,2,3,3,3,3,3,4,4,3,5,1,2,4,3,2,3,4,3,3,5,5,5,5,5,5,"no",2.8
"3230",32.5,"Male","1","ma","full-time",87500,"","3",0,"Small Town","United States","Married","3",0,3,4,4,3,3,3.4,3,5,3,4,3,5,4,4,4,4,2,4,3,4,4,3.73,4,2,3,3,4,3,3,3,3,2,4,3,4,4,3,4,4,2,4,2,3.2,3,4,4,4,2,3.4,"yes",3.4
"3231",21,"Female","0","deg","student",10000,"","2",0,"Medium-Sized","United States","Single","0",0,4,3,5,3,3,3.6,1,1,5,1,1,1,2,4,1,4,3,1,1,1,1,1.87,3,1,2,2,2,4,3,4,4,1,5,3,1,1,4,4,1,3,3,2,2.65,2,2,3,3,4,2.8,"yes",3.6
"3232",55,"Male","1","","full-time",150000,"","4",0,"Large Town","United States","Married","1",1,4,2,2,1,1,2,1,1,1,5,5,1,1,1,1,1,2,1,1,1,2,1.67,1,1,5,2,1,1,2,2,3,1,2,4,1,3,2,5,2,4,2,2,2.3,4,4,4,4,3,3.8,"no",2
"3233",45,"Female","1","phd","full-time",NA,"","12",0,"Village","United States","Married","0",1,2,2,2,2,2,2,1,1,4,3,2,1,3,2,2,3,3,1,3,1,2,2.13,3,1,3,1,3,2,3,2,3,3,2,3,5,3,2,4,3,3,3,2,2.7,2,3,3,3,1,2.4,"no",2
"3234",28,"Female","1","dip","full-time",NA,"","5",0,"Small Town","United States","Married","3",0,2,2,2,2,2,2,1,1,3,3,3,3,1,3,2,3,1,3,3,2,2,2.27,3,1,1,4,3,2,3,2,2,2,3,2,2,3,3,3,3,3,3,3,2.55,4,5,5,5,5,4.8,"no",2
"3235",28,"Female","0","dip","part-time",10000,"","0",8,"Village","United States","Married","0",0,5,5,5,3,3,4.2,4,2,3,4,3,5,4,5,2,5,5,4,3,2,5,3.73,5,5,5,5,1,5,1,5,1,5,5,5,5,5,5,5,5,4,5,5,4.35,2,3,1,2,2,2,"yes",4.2
"3236",45,"Male","0","ma","full-time",87500,"","3",0,"Medium-Sized","United States","Divorced","0",0,2,3,2,2,2,2.2,2,1,2,2,3,1,3,1,1,4,4,2,4,1,3,2.27,4,1,3,5,5,5,3,2,4,3,3,4,4,5,2,4,1,2,2,3,3.25,2,4,4,4,3,3.4,"yes",2.2
"3237",37.5,"Male","0","deg","full-time",87500,"","0",6,"Village","United States","Married","0",0,5,5,5,5,5,5,4,3,2,4,4,3,4,5,4,5,5,4,5,4,5,4.07,5,5,3,4,4,3,5,5,5,2,4,5,5,5,5,5,5,4,5,5,4.45,2,3,3,4,3,3,"yes",5
"3238",45,"Female","1","deg","unemployed",15000,"","2",3,"Small Town","United States","Separated","0",2,5,4,3,2,3,3.4,4,4,3,4,4,4,4,2,3,4,3,3,3,4,5,3.6,4,5,1,1,5,2,3,4,4,1,2,4,5,5,3,3,2,4,2,5,3.25,2,2,3,3,4,2.8,"yes",3.4
"3239",45,"Female","1","dip","full-time",NA,"","0",6,"Rural/Country","United States","Married","2",0,2,3,1,2,2,2,1,2,2,3,3,2,2,3,2,3,2,3,2,2,3,2.33,3,3,2,3,3,2,2,2,2,3,2,2,1,3,3,3,2,4,1,2,2.4,2,2,2,3,1,2,"no",2
"3240",32.5,"Female","0","dip","unemployed",NA,"","0",0,"Village","United States","Single","0",0,5,5,5,4,4,4.6,3,3,3,5,4,4,4,4,4,5,3,5,3,4,4,3.87,4,3,4,4,3,3,4,4,5,5,4,4,3,4,4,5,5,4,4,4,4,2,3,2,2,1,2,"yes",4.6
"3241",32.5,"Female","0","ma","full-time",55000,"","0",2,"Small Town","United States","Single","0",0,3,3,3,3,3,3,2,2,3,4,3,3,3,3,3,4,4,4,3,4,3,3.2,4,2,2,4,3,3,3,3,3,3,4,3,4,3,4,3,3,4,4,3,3.25,4,3,3,4,4,3.6,"yes",3
"3242",55,"Male","1","phd","full-time",150000,"",NA,0,"Small Town","United States","Married","1",1,5,5,4,4,4,4.4,2,2,5,3,3,1,4,5,2,4,5,5,5,3,5,3.6,5,4,4,1,4,4,3,4,5,3,4,5,4,5,5,5,4,5,5,5,4.2,2,3,1,3,2,2.2,"yes",4.4
"3243",25,"Female","0","ma","part-time",15000,"","0",5,"Small Town","United States","Single","0",0,4,4,3,2,2,3,1,1,1,2,3,4,4,4,2,3,2,2,3,1,3,2.4,4,2,3,2,2,3,3,3,5,2,3,4,1,3,4,4,3,4,5,4,3.2,2,2,2,1,2,1.8,"yes",3
"3244",28,"Female","0","ltuni","student",15000,"","4",0,"Village","United States","Single","0",0,2,2,1,1,1,1.4,1,2,3,3,2,1,1,3,1,1,4,5,2,3,2,2.27,3,1,2,4,2,3,1,4,3,1,2,3,1,2,4,3,4,4,1,2,2.5,3,4,5,5,4,4.2,"no",1.4
"3245",32.5,"Male","0","deg","unemployed",NA,"","0",0,"Small Town","United States","Single","0",0,5,3,3,3,3,3.4,3,4,3,5,4,3,4,4,3,4,3,4,3,5,3,3.67,4,2,4,4,1,2,4,2,3,5,4,5,1,1,4,4,4,3,3,3,3.15,1,2,2,4,2,2.2,"yes",3.4
"3246",55,"Female","1","phd","full-time",87500,"","0",0,"Medium-Sized","United States","Married","1",1,2,2,2,3,2,2.2,1,3,3,5,3,3,3,4,3,5,3,5,3,4,4,3.47,3,2,2,3,3,2,2,2,3,4,4,3,1,3,3,2,4,4,3,2,2.75,4,4,4,4,3,3.8,"no",2.2
"3247",32.5,"Female","0","deg","part-time",10000,"","3",0,"Small Town","United States","Divorced","0",0,3,3,3,3,3,3,1,1,1,1,3,1,3,3,3,3,3,1,1,1,4,2,5,5,3,3,3,5,5,3,5,3,5,5,1,1,3,3,3,3,5,3,3.6,3,3,4,3,5,3.6,"yes",3
"3248",55,"Male","1","ma","full-time",150000,"","0",0,"","United States","Married","2",1,2,4,4,4,4,3.6,3,2,4,4,4,3,4,3,4,4,4,4,4,4,4,3.67,4,3,3,3,4,4,4,3,5,4,3,4,4,4,4,4,4,4,5,3,3.8,4,4,4,4,4,4,"yes",3.6
"3249",45,"Female","1","ltuni","full-time",35000,"","9",0,"Small Town","United States","Divorced","1",1,4,4,4,3,2,3.4,3,5,5,5,3,3,3,3,3,3,4,5,3,5,5,3.87,4,2,4,4,5,4,4,4,5,3,4,3,5,5,5,5,5,5,5,1,4.1,1,3,3,3,2,2.4,"yes",3.4
"3250",67.5,"Female","1","ma","retired",87500,"","0",0,"Rural/Country","United States","Married","0",2,4,4,4,3,3,3.6,3,1,2,1,3,3,4,4,4,4,2,2,2,1,4,2.67,3,1,3,1,3,3,3,4,3,2,4,4,2,3,4,4,2,3,4,4,3,5,5,5,5,3,4.6,"yes",3.6
"3251",45,"Male","0","dip","full-time",55000,"","12",0,"Small Town","United States","Married","0",0,2,3,3,2,2,2.4,3,3,5,4,3,1,3,3,3,3,2,3,3,4,3,3.07,2,1,3,1,3,2,3,3,2,4,4,3,3,4,3,4,4,3,3,3,2.9,3,4,3,4,5,3.8,"yes",2.4
"3252",32.5,"Male","0","phd","full-time",87500,"","7",8,"Village","United States","Divorced","0",0,2,1,1,1,1,1.2,2,2,2,4,4,2,2,4,3,5,3,3,3,2,4,3,4,1,4,4,2,3,4,2,5,2,2,4,2,3,4,2,2,5,4,4,3.15,4,5,4,4,3,4,"yes",1.2
"3253",67.5,"Female","1","phd","full-time",45000,"","13",6,"Village","United States","Married","1",0,3,2,1,2,2,2,1,2,3,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,3,2,2,2,3,2,2,3,2,2.15,4,4,4,4,3,3.8,"no",2
"3254",45,"Male","1","phd","full-time",15000,"","10",0,"Small Town","United States","Married","0",2,3,3,4,3,3,3.2,2,2,4,3,3,2,3,4,1,3,5,3,2,2,3,2.8,3,3,2,2,3,2,2,4,3,3,3,3,2,3,3,3,3,4,1,2,2.7,3,4,3,4,3,3.4,"yes",3.2
"3255",28,"Female","0","deg","student",15000,"","3",2,"Small Town","United States","Single","0",0,4,4,4,4,4,4,1,1,1,4,5,5,5,5,4,5,5,3,5,4,4,3.8,4,2,2,4,4,4,4,4,4,3,3,5,1,3,4,2,2,4,5,4,3.4,4,3,3,3,4,3.4,"yes",4
"3256",55,"Female","1","phd","full-time",87500,"","0",0,"Small Town","United States","Divorced","2",1,5,4,3,2,2,3.2,3,3,1,5,5,5,5,3,5,5,3,4,3,5,5,4,5,3,1,2,3,3,2,3,5,4,4,5,1,3,4,3,3,5,5,4,3.4,1,3,3,4,3,2.8,"yes",3.2
"3257",19,"Female","0","ltuni","student",10000,"",NA,0,"Rural/Country","United States","Single","0",0,5,5,5,5,5,5,5,3,3,4,5,2,4,5,4,1,5,5,4,5,2,3.8,5,1,4,4,2,4,3,4,5,4,4,5,5,4,5,5,3,5,5,5,4.1,1,1,3,3,1,1.8,"yes",5
"3258",23,"Female","0","deg","student",NA,"","0",10,"Village","United States","Married","0",0,4,3,4,3,2,3.2,1,4,2,4,3,2,2,2,1,3,2,4,3,3,1,2.47,3,1,1,5,3,3,3,4,1,2,3,3,2,1,3,1,1,4,2,3,2.45,3,3,4,4,3,3.4,"yes",3.2
"3259",28,"Female","0","ma","full-time",35000,"","0",1,"Large-City","United States","Single","0",0,5,5,5,4,3,4.4,2,3,5,5,3,1,5,4,1,5,3,3,2,4,4,3.33,4,2,2,5,3,3,3,5,5,3,5,5,3,2,5,1,3,5,3,3,3.5,2,5,2,2,2,2.6,"yes",4.4
"3260",28,"Female","0","phd","student",10000,"","1",0,"Village","United States","Single","0",0,2,1,2,2,2,1.8,2,2,3,4,3,2,2,2,2,3,3,3,4,3,4,2.8,4,2,2,4,5,2,3,1,3,4,4,3,3,4,3,4,4,3,3,4,3.25,4,2,3,5,4,3.6,"no",1.8
"3261",37.5,"Male","0","ltuni","full-time",45000,"","4",0,"Village","United States","Single","0",0,4,3,2,2,2,2.6,1,5,5,5,3,3,4,4,4,5,3,4,2,5,4,3.8,4,4,4,5,3,2,3,2,4,4,4,4,2,2,4,4,4,4,5,3,3.55,3,3,2,2,2,2.4,"yes",2.6
"3262",25,"Female","0","deg","full-time",55000,"","3",0,"Village","United States","Single","0",0,3,3,2,1,1,2,1,1,3,1,1,2,2,3,1,2,2,1,2,1,1,1.6,3,1,2,4,2,2,3,3,4,2,2,4,2,2,4,3,3,4,4,3,2.85,5,5,5,5,4,4.8,"no",2
"3263",45,"Male","0","deg","full-time",45000,"","1",3,"Village","United States","Single","0",0,3,3,4,2,2,2.8,2,3,3,3,3,1,2,3,3,3,3,3,4,3,5,2.93,4,3,3,5,5,3,4,4,5,1,3,3,5,5,3,5,5,5,5,5,4.05,1,2,2,1,1,1.4,"yes",2.8
"3264",55,"Male","1","phd","full-time",150000,"","0",0,"Small Town","United States","Divorced","1",0,3,3,3,3,3,3,2,3,3,4,3,3,4,3,3,4,2,5,3,5,4,3.4,4,2,3,2,2,3,5,4,4,2,4,4,2,4,4,3,4,4,4,4,3.4,3,3,3,3,2,2.8,"yes",3
"3265",45,"Male","0","ltuni","unemployed",10000,"","0",0,"Small Town","United States","Single","0",0,5,4,4,5,4,4.4,3,4,4,4,5,4,5,4,5,5,4,5,4,4,5,4.33,5,2,3,4,4,4,4,3,5,5,4,5,3,4,4,4,4,5,5,4,4.05,1,2,1,2,2,1.6,"yes",4.4
"3266",45,"Female","0","phd","full-time",35000,"","4",0,"Rural/Country","United States","Single","0",0,2,3,3,3,2,2.6,4,1,1,1,3,1,3,3,3,2,2,2,3,2,4,2.33,3,1,4,4,4,3,3,2,2,3,5,2,3,2,2,2,4,3,1,3,2.8,2,2,2,2,3,2.2,"no",2.6
"3267",25,"Male","0","deg","full-time",87500,"","2",0,"Small Town","United States","Single","0",0,3,3,3,3,3,3,1,1,1,2,2,2,4,4,2,3,4,2,4,1,3,2.4,3,2,3,2,3,3,3,3,4,1,1,3,1,4,4,5,4,3,3,3,2.9,3,4,3,3,2,3,"yes",3
"3268",20,"Female","0","ltuni","student",10000,"","0",4,"Small Town","United States","Single","0",0,3,4,3,2,2,2.8,2,1,4,2,1,2,2,4,1,3,4,3,5,1,2,2.47,3,1,2,3,2,2,3,4,4,5,1,3,2,3,4,3,3,4,5,5,3.1,3,4,3,3,2,3,"no",2.8
"3269",45,"Female","0","ma","full-time",67500,"","14",0,"Medium-Sized","United States","Married","0",0,5,3,3,2,2,3,1,1,1,4,3,3,2,4,2,3,1,1,1,1,2,2,3,3,4,1,3,2,3,4,4,3,3,4,1,2,4,3,2,4,4,4,3.05,1,1,2,2,1,1.4,"no",3
"3270",24,"Male","0","deg","full-time",35000,"","0",10,"Large Town","United States","Single","0",0,3,3,3,3,3,3,2,2,4,4,2,1,3,3,1,3,5,3,3,2,3,2.73,3,2,4,5,4,3,2,4,4,3,4,4,3,4,2,5,4,5,5,5,3.75,5,4,5,5,5,4.8,"yes",3
"3271",28,"Female","0","ma","full-time",35000,"","0",10,"Village","United States","Divorced","0",0,4,4,4,3,3,3.6,1,3,4,4,3,4,4,2,2,4,3,4,3,4,3,3.2,4,3,3,4,4,2,4,3,4,3,4,4,1,4,3,5,3,3,3,3,3.35,4,4,3,5,4,4,"yes",3.6
